id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,lat,long
9264902050,20141121T000000,315000,6,2.75,2940,7350,1,8,1780,1160,1978,0,98023,2120,8236,47.3103,-122.339
943100260,20141120T000000,213000,2,1,1000,10200,1,6,1000,0,1961,0,98024,1150,13702,47.5687,-121.899
3677400445,20140902T000000,475000,3,1.5,2480,5280,1.5,7,1620,860,1947,0,98108,2090,4800,47.5575,-122.303
1762600320,20140610T000000,1025000,5,4,3760,28040,2,10,3760,0,1983,0,98033,3430,35096,47.6489,-122.183
4058000060,20150409T000000,416000,3,2,2220,94300,1,7,1640,580,1976,0,98010,2070,80100,47.3459,-121.95
7228500560,20150320T000000,410000,4,1,1970,4740,1.5,7,1670,300,1904,2005,98122,1510,4740,47.6136,-122.303
326069104,20140701T000000,800000,3,3.5,3830,221284,2,10,3530,300,1993,0,98077,2920,148539,47.7641,-122.023
5152100060,20140529T000000,472000,6,2.5,4410,14034,1,9,2350,2060,1965,0,98003,2600,13988,47.3376,-122.324
3584000310,20141208T000000,225000,3,1.75,1430,8505,1,7,1430,0,1968,0,98003,1190,8640,47.3173,-122.319
8150100045,20141001T000000,210000,2,1,830,6000,1,6,830,0,1940,0,98126,830,4960,47.5308,-122.376
1868901275,20150127T000000,455000,2,1,1430,5000,1.5,7,1430,0,1925,0,98115,1450,3750,47.6727,-122.299
6131600075,20150427T000000,225000,3,1,1300,8316,1,6,1300,0,1954,0,98002,1260,8316,47.3221,-122.216
9468200125,20140826T000000,480000,2,1,1030,3060,1,7,790,240,1918,0,98103,1390,3060,47.6779,-122.353
8029510030,20150212T000000,363000,3,2.5,2740,11872,2,9,2740,0,1990,0,98023,2570,10377,47.3076,-122.395
2025069065,20140929T000000,2400000,4,2.5,3650,8354,1,9,1830,1820,2000,0,98074,3120,18841,47.6338,-122.072
7899800890,20150226T000000,181000,2,1.5,720,5120,1,6,720,0,1954,0,98106,1150,2566,47.5218,-122.357
3021059276,20150314T000000,250000,4,2,2010,7312,1,7,2010,0,1976,0,98002,2010,7650,47.2785,-122.213
3797001895,20150422T000000,481000,3,1.75,1560,3000,1,6,770,790,1918,0,98103,1390,3000,47.6846,-122.345
3832710960,20140923T000000,260000,3,2,1810,7209,1,7,1240,570,1978,0,98032,1750,7209,47.3656,-122.278
1310430400,20140513T000000,455000,4,2.5,3360,7685,2,9,3360,0,2001,0,98058,3060,6567,47.4369,-122.111
1422300030,20150401T000000,415000,3,2.25,1510,36224,2,8,1510,0,1991,0,98045,1730,36224,47.4616,-121.711
1105000588,20150421T000000,349500,3,1,1400,3538,1,7,800,600,1953,0,98118,1620,6331,47.5405,-122.27
3830630060,20140929T000000,245000,3,2.5,1730,7442,2,7,1730,0,1987,0,98030,1630,6458,47.3507,-122.178
5101404898,20140519T000000,592500,2,2,1420,9191,1.5,7,1420,0,1928,0,98115,1420,6816,47.6979,-122.32
7972601890,20141020T000000,385000,4,1.75,2360,7620,1,7,1180,1180,1955,0,98106,1910,7620,47.5278,-122.345
5127001620,20150211T000000,315000,3,1.75,1580,11455,1,7,1200,380,1974,0,98059,1550,10650,47.4756,-122.147
9407100800,20141124T000000,255000,3,1,1230,10170,1,7,1230,0,1979,0,98045,1380,10098,47.4437,-121.772
1873100060,20140829T000000,693000,4,2.5,2460,4425,2,8,2460,0,2006,0,98052,2990,5659,47.7048,-122.109
8722101360,20141202T000000,780000,3,1,1660,4400,1.5,8,1460,200,1911,0,98112,1660,4400,47.6362,-122.302
8644000060,20141024T000000,237000,3,1.75,1270,8470,1,7,1270,0,1960,0,98198,1600,8470,47.4207,-122.29
3325069129,20141216T000000,525000,3,2.25,2100,40510,2,10,1320,780,1979,0,98074,2380,33450,47.6154,-122.047
1400300055,20150428T000000,425000,2,1,770,5040,1,5,770,0,1930,0,98144,1330,2580,47.5964,-122.299
2123039032,20141027T000000,369900,1,0.75,760,10079,1,5,760,0,1936,0,98070,1230,14267,47.4683,-122.438
8078560140,20140519T000000,290000,4,2.5,1700,7280,2,7,1700,0,1988,0,98031,1950,7475,47.4045,-122.171
3438500192,20140929T000000,285000,3,1,1120,10701,1,7,1120,0,1954,0,98106,1130,6350,47.5544,-122.358
7974200510,20140814T000000,415000,2,1,1070,4500,1,7,1070,0,1937,0,98115,1320,4465,47.6802,-122.29
2557000400,20150409T000000,272500,3,2.5,2070,9900,1,8,1420,650,1979,0,98023,2070,8250,47.2988,-122.371
7960900060,20150504T000000,2900000,4,3.25,5050,20100,1.5,11,4750,300,1982,2008,98004,3890,20060,47.6312,-122.223
4054500390,20141007T000000,1365000,4,4.75,5310,57346,2,11,5310,0,1989,0,98077,4180,47443,47.7285,-122.042
6378500125,20150501T000000,436000,2,1,1040,7538,1,7,1040,0,1939,0,98133,1440,7530,47.7107,-122.352
1745100140,20141017T000000,210000,3,1,1700,11390,1,7,1700,0,1967,0,98003,1350,8164,47.3271,-122.323
2976800796,20140925T000000,236000,3,1,1300,5898,1,7,1300,0,1961,0,98178,1320,7619,47.5053,-122.255
4235400186,20141124T000000,331000,3,1.75,1080,1306,1,7,580,500,1954,2003,98199,1440,2225,47.6601,-122.4
4215100060,20150320T000000,365000,3,2.5,2653,4510,2,8,2653,0,2006,0,98031,2653,4927,47.4145,-122.166
9189700045,20150127T000000,450000,3,2,2290,16258,1,8,2290,0,1960,0,98058,1660,10530,47.4672,-122.165
1126049053,20141113T000000,770000,4,2.75,3820,26300,2,9,2850,970,2014,0,98028,1860,12136,47.7618,-122.261
2022069200,20150505T000000,455000,4,2.5,2210,49375,1,8,2210,0,1997,0,98038,2670,49385,47.3828,-122.071
9412900055,20150505T000000,405000,3,1.75,2390,6000,1,6,1240,1150,1908,0,98118,2020,6000,47.5362,-122.268
1722059235,20140703T000000,304900,4,1.75,2600,11325,1,7,1610,990,1969,0,98031,1720,11088,47.3954,-122.206
6874200960,20150227T000000,170000,2,1,860,5265,1,6,860,0,1931,0,98178,1650,8775,47.5048,-122.272
7424700045,20150513T000000,2050000,5,3,3830,8480,2,9,2630,1200,1905,1994,98122,3050,7556,47.6166,-122.287
7202360350,20140630T000000,780000,4,2.5,3500,7048,2,9,3500,0,2005,0,98053,3920,7864,47.6811,-122.025
5634500392,20150410T000000,330000,3,3,2420,13959,1,8,1740,680,1988,0,98028,2570,13300,47.7486,-122.23
1509500060,20140905T000000,370000,4,2.5,2720,8666,2,9,2720,0,1992,0,98030,2410,8100,47.3846,-122.169
7214810350,20141017T000000,467000,5,2.25,2500,13500,1,7,1850,650,1979,0,98072,2300,9750,47.7564,-122.144
6647200060,20150209T000000,405000,3,1.75,1670,6720,1,7,1140,530,1980,0,98034,1670,7320,47.7198,-122.193
9552700140,20140702T000000,675000,5,2.25,2900,10300,1,8,1450,1450,1985,0,98006,2310,10300,47.5461,-122.151
2200500350,20140812T000000,500000,2,1,1640,14100,1,7,1140,500,1954,0,98006,1520,13527,47.5712,-122.143
6113400046,20140723T000000,389999,4,2.5,1890,15770,2,7,1890,0,1968,0,98166,2410,15256,47.4281,-122.343
6619910140,20150224T000000,630000,4,1.75,2950,9025,1,8,1780,1170,1975,0,98034,2120,9600,47.7128,-122.223
1115450240,20141022T000000,360000,4,2.5,2160,9528,2,9,2160,0,1992,0,98001,2280,9937,47.3341,-122.255
6073240060,20141002T000000,580000,4,3,3280,11060,2,8,2270,1010,1986,0,98056,2320,11004,47.5399,-122.181
9297300045,20140709T000000,550000,3,2,1970,4166,2,8,1270,700,1929,0,98126,2390,4166,47.5717,-122.375
9510920070,20140710T000000,879000,4,2.5,3360,22111,2,10,3360,0,1994,0,98075,3150,11374,47.5951,-122.017
5468730030,20140822T000000,265000,3,2,1320,8959,1,7,1320,0,1993,0,98042,1740,7316,47.3536,-122.144
8079030390,20150304T000000,446500,3,2.5,2650,7286,2,8,2650,0,1990,0,98059,2400,7220,47.5084,-122.154
600000152,20140602T000000,404000,3,1.5,2030,8880,1,7,1330,700,1963,0,98108,2140,5592,47.5586,-122.311
1840000030,20140529T000000,267500,3,1.75,1590,11914,1,7,1090,500,1957,0,98188,1630,9052,47.4427,-122.274
3225069065,20140624T000000,3075000,4,5,4550,18641,1,10,2600,1950,2002,0,98074,4550,19508,47.6053,-122.077
3260800030,20140811T000000,335000,3,2.5,2440,7632,2,8,2440,0,1998,0,98003,2510,7903,47.3494,-122.301
2747100024,20140619T000000,576000,3,2.5,1940,9000,1,7,970,970,1948,0,98117,2190,7310,47.6933,-122.393
5104530560,20150401T000000,208633,3,2.5,2040,3810,2,8,2040,0,2006,0,98038,2370,4590,47.3537,-122
4330600350,20150115T000000,315000,3,2.25,2200,8750,1,7,1120,1080,1964,0,98166,1460,10139,47.476,-122.337
5016001535,20150217T000000,725000,3,1.75,1920,3300,1,8,960,960,1913,0,98112,1740,4000,47.6239,-122.298
7280300196,20150403T000000,550000,4,2.75,1800,7750,1,8,1400,400,1965,0,98177,1800,8275,47.7776,-122.384
8651520400,20140612T000000,610750,4,2.25,2180,7297,2,8,2180,0,1984,0,98074,2250,9781,47.6459,-122.058
7171200445,20150228T000000,550700,2,1,1010,5000,1.5,6,1010,0,1908,0,98105,1460,5000,47.6692,-122.297
3204800200,20150108T000000,665000,4,2.75,3320,10574,2,8,2220,1100,1960,0,98056,2720,8330,47.5376,-122.18
3416600800,20150209T000000,834000,4,2.5,2370,4000,1.5,8,1980,390,1928,0,98144,2440,5750,47.601,-122.294
7994700030,20141023T000000,201000,5,1.75,1660,78408,1.5,6,1660,0,1915,0,98065,1660,78408,47.529,-121.837
1860600135,20140502T000000,2384000,5,2.5,3650,9050,2,10,3370,280,1921,0,98119,2880,5400,47.6345,-122.367
4139480200,20140618T000000,1384000,4,3.25,4290,12103,1,11,2690,1600,1997,0,98006,3860,11244,47.5503,-122.102
4139480200,20141209T000000,1400000,4,3.25,4290,12103,1,11,2690,1600,1997,0,98006,3860,11244,47.5503,-122.102
1328320800,20141105T000000,305000,4,2.25,1950,7700,1,8,1350,600,1979,0,98058,2150,7350,47.4441,-122.125
7771300125,20150408T000000,487000,3,2,2590,14052,1,8,1720,870,1948,0,98133,1570,8162,47.7357,-122.333
3422059208,20150511T000000,390000,3,2.5,1930,64904,1,8,1930,0,1988,0,98042,2350,57500,47.346,-122.157
9521101455,20140723T000000,548000,2,1,1470,3864,1,7,1170,300,1916,0,98103,1570,3864,47.6638,-122.345
4337000335,20141122T000000,268750,4,1,800,8775,1,6,800,0,1943,0,98166,1310,8775,47.48,-122.336
325059286,20140513T000000,819900,5,2.75,3150,7119,2,9,3150,0,2013,0,98052,1560,8384,47.6759,-122.151
2597650240,20141023T000000,520000,3,2.25,2030,16200,2,8,2030,0,1984,0,98027,2660,17958,47.5162,-122.057
3353400435,20140721T000000,230000,3,2,1450,11204,1,7,1450,0,2003,0,98001,1520,9518,47.2639,-122.252
7972000240,20150202T000000,240000,3,1.75,1510,10248,1,7,1510,0,1969,0,98023,1510,9753,47.2929,-122.371
7520000520,20140905T000000,232000,2,1,1240,12092,1,6,960,280,1922,1984,98146,1820,7460,47.4957,-122.352
7520000520,20150311T000000,240500,2,1,1240,12092,1,6,960,280,1922,1984,98146,1820,7460,47.4957,-122.352
3530210260,20141027T000000,274975,3,2.5,3030,45004,2,9,3030,0,1987,0,98077,3080,35781,47.7721,-122.093
1959700550,20140905T000000,740000,4,2,2050,4400,1.5,9,2050,0,1922,0,98102,2320,5500,47.644,-122.319
1665400045,20150428T000000,186375,3,1,1000,7636,1,7,1000,0,1952,0,98166,1150,7600,47.472,-122.344
9542850320,20140725T000000,790000,3,2.25,2370,10289,1,9,1590,780,1977,0,98005,2500,10004,47.592,-122.166
3179100060,20140916T000000,880000,4,3.5,2800,6750,2,9,1890,910,1951,2002,98105,2370,6120,47.669,-122.275
2946001550,20150416T000000,279000,6,1.75,2240,11180,2,7,2240,0,1955,0,98198,1590,7955,47.42,-122.323
8078490390,20140729T000000,295000,3,2,1810,10530,1,8,1810,0,1991,0,98022,1910,10450,47.1913,-122.012
9550201550,20150408T000000,640000,2,1,1070,5000,1,7,1070,0,1924,0,98103,1710,5000,47.6666,-122.331
191100045,20140703T000000,940000,4,2,2490,9525,2,9,2490,0,1968,0,98040,2770,9525,47.5639,-122.217
5009600070,20141007T000000,260000,4,2.5,1960,5238,2,7,1960,0,2003,0,98038,1800,5894,47.3483,-122.052
200350070,20140602T000000,559900,3,2.75,2930,5569,1,9,1860,1070,2004,0,98072,2580,11045,47.7648,-122.164
2877103726,20140722T000000,791500,4,2,1510,3500,1.5,7,1510,0,1911,0,98103,1820,3750,47.6794,-122.357
405100295,20140826T000000,265000,3,1.75,1420,8250,1,7,1420,0,1954,0,98133,1740,8000,47.7535,-122.354
4268200055,20150501T000000,245000,3,1.75,1740,11547,1,7,1740,0,1954,0,98178,880,78408,47.4945,-122.22
3126069068,20150424T000000,485000,4,1.75,2560,43995,2,7,2560,0,1962,0,98052,2560,14764,47.6945,-122.093
1115300070,20141106T000000,684000,4,3.5,3040,8414,2,9,2420,620,2010,0,98059,3470,8066,47.5222,-122.157
6414100671,20140909T000000,425000,3,1.75,2500,6840,1,8,1300,1200,1957,0,98125,1580,8691,47.7222,-122.32
7004200060,20141017T000000,309600,4,1.75,1275,20000,1,6,1275,0,1991,0,98070,1660,20000,47.3796,-122.49
7852110140,20140718T000000,552250,4,2.5,2580,5823,2,8,2580,0,2002,0,98065,2380,5823,47.5374,-121.875
3969300030,20140723T000000,165000,4,1,1000,7134,1,6,1000,0,1943,0,98178,1020,7138,47.4897,-122.24
3969300030,20141229T000000,239900,4,1,1000,7134,1,6,1000,0,1943,0,98178,1020,7138,47.4897,-122.24
4048400070,20141205T000000,320000,2,1,1070,32633,1,6,1070,0,1930,0,98059,1360,32156,47.4716,-122.078
808000070,20141021T000000,206600,3,2,1390,13464,1,7,1390,0,1987,0,98030,1720,12080,47.3581,-122.173
7374200030,20150416T000000,387000,4,1.75,2500,7690,1,7,1250,1250,1973,0,98155,2040,8646,47.7713,-122.307
7325600160,20140604T000000,299000,1,0.75,560,12120,1,4,560,0,1967,0,98014,1300,19207,47.675,-121.854
2757000030,20140922T000000,855000,4,2.75,2270,10460,2,9,2270,0,1965,0,98040,2610,10180,47.5603,-122.222
616000140,20150126T000000,315000,3,1,1900,14400,1,7,1300,600,1954,0,98166,1940,14400,47.4147,-122.337
3363900111,20141203T000000,437500,2,1,990,3120,1,7,790,200,1907,0,98103,1930,3120,47.68,-122.353
9262800171,20150324T000000,252000,4,1.5,1550,19800,1,7,1050,500,1969,0,98001,1640,22654,47.3117,-122.27
6607000126,20140604T000000,375000,4,1.75,2200,7475,1,7,1100,1100,1955,0,98118,1600,5766,47.543,-122.28
5416510830,20140806T000000,300000,4,2.5,1910,4862,2,7,1910,0,2005,0,98038,2010,5091,47.3607,-122.034
2201500030,20141006T000000,420000,4,1,1750,9600,1.5,7,1750,0,1954,0,98006,1750,10530,47.5759,-122.137
325059171,20140505T000000,900000,3,1,1330,77972,1,7,1330,0,1928,1954,98033,1340,17689,47.6891,-122.159
952003285,20140805T000000,679900,3,2.5,2440,5750,2,9,1980,460,2000,0,98116,1520,5750,47.565,-122.381
3211290370,20140605T000000,463000,3,2.5,1640,29970,2,7,1640,0,1992,0,98053,1580,28399,47.6359,-121.974
1072010350,20140828T000000,380000,5,2.5,2760,11340,2,9,2760,0,1978,0,98059,2470,11340,47.4769,-122.141
8856950070,20141210T000000,329500,4,2.5,1820,7912,2,7,1820,0,1994,0,98038,1820,8168,47.3845,-122.029
925059078,20140819T000000,604950,3,2.5,2110,5608,1,8,1340,770,2013,0,98033,2040,9363,47.6743,-122.184
7855801090,20140917T000000,795000,5,2.5,3040,9570,1,8,1640,1400,1966,0,98006,2920,8800,47.5651,-122.164
723099065,20150130T000000,465000,3,2,1840,40438,2,7,1840,0,1994,0,98045,1380,44049,47.4853,-121.709
6116500075,20150326T000000,673000,4,2.5,2990,10400,2,9,2990,0,2002,0,98166,2140,17449,47.4508,-122.359
1118500030,20141001T000000,810000,4,2.5,3520,15420,2,10,3520,0,1991,0,98074,3400,21455,47.6375,-122.016
424069250,20150423T000000,785000,4,2.75,2440,69415,1,8,1910,530,1989,0,98075,2770,24361,47.5944,-122.042
3291800710,20141120T000000,338000,4,3,2090,7500,1,7,1370,720,1986,0,98056,1810,7650,47.4888,-122.182
6838700060,20141204T000000,280000,3,2.25,1430,7222,2,7,1430,0,1993,0,98056,1430,7220,47.5112,-122.19
2231500030,20141001T000000,315000,4,2.25,2180,10754,1,7,1100,1080,1954,0,98133,1810,6929,47.7711,-122.341
2231500030,20150324T000000,530000,4,2.25,2180,10754,1,7,1100,1080,1954,0,98133,1810,6929,47.7711,-122.341
7683900200,20141223T000000,380000,5,3,3450,9914,2,9,3450,0,2004,0,98023,2860,9721,47.2813,-122.345
8155830060,20140811T000000,297000,3,2.25,1450,7562,2,7,1450,0,1994,0,98056,1650,7625,47.5038,-122.189
98020310,20140520T000000,730000,4,2.5,3230,7331,2,10,3230,0,2004,0,98075,3480,7447,47.5823,-121.97
9423400140,20140609T000000,450000,3,1.75,1640,13500,1,7,1110,530,1940,0,98125,1770,12600,47.7164,-122.304
1545804860,20141027T000000,275000,3,3,1590,7750,1,7,1060,530,1997,0,98038,1680,7500,47.3624,-122.045
2883200160,20150429T000000,595000,4,2,2020,2849,2,7,2020,0,1960,0,98115,1910,3120,47.6831,-122.329
7132300695,20150421T000000,435000,3,1.5,1300,3348,1.5,7,1300,0,1904,2014,98144,1590,2577,47.592,-122.307
1726059053,20140916T000000,270000,2,1.5,1380,209959,1,6,1380,0,1954,0,98011,3130,19868,47.7461,-122.195
624111000,20140805T000000,950000,3,3,4040,14338,2,10,3030,1010,1986,0,98077,3360,14142,47.7268,-122.06
808300310,20150313T000000,389000,4,2.25,2130,5337,2,7,2130,0,2001,0,98019,2300,6930,47.7237,-121.959
8563040160,20150121T000000,560000,4,2.25,2550,7800,1,8,1580,970,1968,0,98052,2420,8050,47.6283,-122.095
713500030,20140728T000000,1350000,5,3.5,4800,14984,2,11,3480,1320,1998,0,98006,4050,19009,47.5543,-122.148
8651600160,20141111T000000,799000,4,2.25,2510,11585,2,8,2510,0,1969,0,98040,2450,9691,47.5483,-122.226
9517200030,20140625T000000,365500,3,2,1410,9600,1,7,1410,0,1983,0,98072,1410,9600,47.7591,-122.146
2460700700,20140515T000000,252350,3,2,1650,7352,1,7,1160,490,1979,0,98058,1710,7350,47.4612,-122.169
1223039290,20140905T000000,403950,4,2.5,2120,13780,2,8,2120,0,1993,0,98146,1880,12000,47.4987,-122.365
2890100060,20140801T000000,385000,4,1.5,2040,10726,1,7,1380,660,1954,0,98177,1610,10020,47.772,-122.358
7972600860,20141210T000000,345000,4,1,1550,7620,1.5,7,1550,0,1957,0,98106,1450,7620,47.5287,-122.35
8857320070,20140917T000000,490000,3,2.75,1980,3128,2,9,1980,0,1979,0,98008,1950,2856,47.6109,-122.114
4047200695,20140618T000000,330000,3,2.5,1600,26977,2,8,1600,0,2005,0,98019,1790,27743,47.7736,-121.901
1653500070,20140512T000000,927000,4,2.75,3300,12090,2,8,3300,0,1953,0,98004,3180,12239,47.6294,-122.218
1923000030,20140728T000000,1118000,4,2.5,3840,16619,2,10,3840,0,1983,0,98040,3600,16553,47.5634,-122.213
3649100320,20150430T000000,330000,2,1,1220,10000,1,7,1220,0,1950,0,98028,2000,9600,47.7405,-122.241
7375300160,20150309T000000,530000,5,2.25,2720,8800,1,7,1500,1220,1958,0,98008,2110,8800,47.5976,-122.118
5175800060,20140623T000000,365000,4,2,1940,25600,1,8,1940,0,1962,0,98006,2000,10071,47.5722,-122.129
1604601375,20140619T000000,378750,3,2.5,2160,3000,1.5,7,1260,900,1909,2011,98118,1060,3500,47.5644,-122.289
2473251090,20140619T000000,269900,4,1.75,1530,8750,1.5,7,1530,0,1968,0,98058,1390,8750,47.4556,-122.157
9126100861,20150306T000000,557000,3,3.5,1710,2096,2,8,1290,420,2008,0,98122,1630,1543,47.6055,-122.305
3420069065,20140825T000000,360000,4,1.75,3730,16980,1,7,2150,1580,1974,0,98022,1880,16963,47.1775,-122.022
6021501685,20150422T000000,352000,2,1,940,5000,1,7,940,0,1937,0,98117,1560,4500,47.6879,-122.385
1151100070,20150224T000000,437000,3,2.5,1750,22357,2,8,1750,0,1994,0,98045,2430,22357,47.4807,-121.779
8856950240,20140618T000000,322500,4,2.5,1820,6753,2,7,1820,0,1994,0,98038,1820,7107,47.3845,-122.032
9385200055,20140912T000000,650000,3,3.25,1510,2000,2,9,1330,180,2001,0,98116,1510,1352,47.5815,-122.402
7821200390,20140806T000000,450000,3,2,1290,1213,3,8,1290,0,2001,0,98103,1290,3235,47.6609,-122.344
8078520310,20150417T000000,278500,3,2,1570,5250,1,7,1570,0,1998,0,98092,1570,5250,47.3163,-122.188
1565950030,20150427T000000,364950,4,2.5,1930,6957,2,8,1930,0,1995,0,98055,2090,6996,47.4309,-122.191
1560930070,20140911T000000,840000,4,3.5,2840,40139,1,10,2840,0,1986,0,98038,3180,36852,47.401,-122.026
6700400140,20150318T000000,268000,3,2.5,1550,8134,2,7,1550,0,1991,0,98031,1550,8134,47.404,-122.191
2422029094,20140716T000000,517534,2,1,833,143947,1,5,833,0,2006,0,98070,1380,143947,47.3889,-122.482
1774220160,20141104T000000,632925,3,2.5,2990,32239,2,8,2990,0,1978,0,98077,2990,36497,47.7718,-122.095
1525200060,20140723T000000,577500,3,2.5,2000,7251,2,9,2000,0,1995,0,98034,2450,8118,47.7067,-122.2
1678400105,20150212T000000,339000,4,1.5,2390,7480,1.5,7,2390,0,1920,0,98178,2850,6867,47.504,-122.227
3426059070,20140909T000000,570000,3,1.75,2910,37461,1,7,1530,1380,1967,0,98052,2520,18295,47.7015,-122.164
824079032,20140626T000000,563500,4,1.75,2085,174240,1,7,1610,475,1964,0,98024,2690,174240,47.5753,-121.95
2697100140,20150105T000000,423000,4,2.25,2200,9351,1,7,1290,910,1962,0,98133,1910,8660,47.7448,-122.333
8724300030,20141223T000000,355000,3,2.25,1860,5028,2,8,1860,0,2012,0,98019,2320,5465,47.7318,-121.982
8678500060,20140710T000000,1550000,5,4.25,6070,171626,2,12,6070,0,1999,0,98024,4680,211267,47.5954,-121.95
625049299,20141203T000000,482000,2,1,950,3960,1,7,950,0,1941,0,98103,1320,4050,47.6885,-122.337
6073200075,20140730T000000,625000,3,1.75,1600,9135,1,7,1600,0,1955,0,98006,1580,9800,47.5724,-122.179
6388900710,20141219T000000,538000,3,2.5,2250,11632,2,8,2250,0,1988,0,98056,2360,11632,47.5272,-122.169
1442860160,20150107T000000,380000,3,2.5,2280,10255,2,8,2280,0,1985,0,98058,2310,10094,47.4334,-122.161
7942600310,20140717T000000,375000,2,1,940,5120,1,7,940,0,1909,0,98122,1300,5120,47.6073,-122.308
1545808560,20150403T000000,245000,3,2.5,1530,8500,1,7,1030,500,1996,0,98038,1850,8140,47.3592,-122.046
936000060,20141114T000000,310000,5,1.75,2190,27260,1,7,2190,0,1947,1974,98166,1620,39480,47.4546,-122.337
9808650060,20150225T000000,1300000,3,2,2350,15021,1,8,1770,580,1976,0,98004,3530,15715,47.6408,-122.219
3754700160,20140506T000000,397000,4,2,1440,7680,1,7,1200,240,1971,0,98034,1460,9660,47.7245,-122.2
305500140,20150512T000000,365000,3,2.5,2200,4052,2,8,2200,0,2005,0,98058,2310,5082,47.4362,-122.178
5468750060,20141028T000000,328500,4,3,2290,8250,2,9,2290,0,1990,0,98042,2290,8250,47.3739,-122.156
2944010240,20140908T000000,988000,4,3,4040,19700,2,11,4040,0,1987,0,98052,3930,21887,47.7205,-122.127
3454000060,20140722T000000,1000000,4,2.5,2610,3277,1.5,8,1920,690,1922,0,98103,1810,3277,47.6636,-122.33
646910160,20140903T000000,237000,3,2.5,1490,2138,2,7,1490,0,2005,0,98055,1490,2094,47.4324,-122.197
8564950390,20140919T000000,525000,4,2.5,2450,5280,2,8,2450,0,2003,0,98011,2300,4674,47.7734,-122.224
2268400350,20140916T000000,749000,4,2.5,1710,9627,1,9,1440,270,1976,2014,98006,2140,9131,47.559,-122.164
7504101040,20140821T000000,722500,5,2.5,4870,11800,2,10,3470,1400,1983,0,98074,3180,11398,47.633,-122.041
11500890,20150312T000000,843000,3,2.5,3130,8750,2,10,3130,0,1991,0,98052,2860,9003,47.6954,-122.103
9528102772,20140708T000000,438000,2,2,1270,1372,3,8,1270,0,2000,0,98115,1610,3090,47.6776,-122.318
284000223,20140916T000000,578000,3,1.75,2120,10875,1,8,1540,580,1977,0,98146,2460,11760,47.504,-122.382
3353401710,20140923T000000,227950,3,1.5,1670,8230,1,7,1670,0,1954,0,98001,2077,4910,47.2613,-122.255
8159610030,20140722T000000,196000,3,2.25,2070,11576,2,7,2070,0,1974,0,98001,1890,7519,47.3417,-122.271
3179100435,20140715T000000,641000,2,1,1420,5332,1,8,1070,350,1953,0,98105,2400,5406,47.6694,-122.275
822079033,20150422T000000,350000,3,1.5,1250,219978,1,6,1250,0,1980,0,98038,1930,210394,47.4056,-121.955
8857600960,20140819T000000,205000,3,1,940,7980,1,7,940,0,1960,0,98032,1150,8050,47.3838,-122.289
1774000200,20141202T000000,400000,3,1.75,1920,9102,1,7,1920,0,1968,0,98072,1920,9760,47.7487,-122.082
2024069128,20141110T000000,1030000,3,2.5,3545,9816,1,10,2610,935,2005,0,98027,3630,7704,47.5534,-122.078
1049010390,20150319T000000,505000,3,2,1260,5460,1,7,1260,0,1972,0,98034,1510,5460,47.7355,-122.18
7905370390,20141009T000000,475000,5,2.5,2340,7200,1,7,1300,1040,1975,0,98034,1930,7221,47.7206,-122.211
4140090240,20141105T000000,520000,3,2.25,2590,9263,1,8,1440,1150,1977,0,98028,2580,9450,47.7691,-122.262
4055700030,20150502T000000,1450000,3,4.5,3970,24920,2,10,3260,710,1977,1999,98034,2610,13838,47.7183,-122.258
3775300030,20141231T000000,333500,3,1.75,1220,9732,1,7,1220,0,1965,0,98011,1630,10007,47.7736,-122.214
2525300030,20150222T000000,232000,3,1,1400,10403,1,6,1400,0,1976,0,98038,1230,10209,47.362,-122.029
1324059104,20150421T000000,691100,3,2.75,2360,16117,1,8,1710,650,1983,0,98006,2120,16117,47.5698,-122.121
2287000030,20141014T000000,811000,3,1.75,1870,9897,1,8,1870,0,1960,0,98040,1900,10005,47.5505,-122.221
7702010030,20140520T000000,551000,3,2.5,2830,5802,2,9,2830,0,2001,0,98028,2500,5788,47.7605,-122.234
1529200340,20150108T000000,496500,3,2.5,2260,3640,2,8,2260,0,1994,0,98072,2350,3710,47.7356,-122.157
2122039094,20141126T000000,705000,3,3,1970,20978,2,9,1770,200,1980,0,98070,2280,75396,47.3844,-122.438
1742800030,20140612T000000,578000,4,2.5,3140,9225,1,9,1770,1370,1966,0,98055,2460,9600,47.4904,-122.226
1796360350,20150128T000000,255000,3,1.75,1240,8659,1,7,1240,0,1986,0,98042,1490,8223,47.3663,-122.089
6154500070,20140626T000000,1050000,4,3.5,3450,7832,2,10,3450,0,2007,0,98006,3220,8567,47.5637,-122.123
1843100340,20150305T000000,348000,3,2.25,2570,8491,2,8,2570,0,1989,0,98042,2400,8049,47.3759,-122.125
8944290160,20141104T000000,230000,3,2,1510,3413,2,7,1510,0,1985,0,98031,1570,3777,47.3912,-122.167
4166600473,20141209T000000,359500,4,2.25,2390,11250,2,9,2390,0,1988,0,98023,2480,11250,47.3305,-122.371
7282300125,20141112T000000,330000,3,1,980,7000,1,6,980,0,1953,0,98133,1220,7000,47.7617,-122.357
8658300340,20140523T000000,80000,1,0.75,430,5050,1,4,430,0,1912,0,98014,1200,7500,47.6499,-121.909
